DBN,SCHOOL NAME.x,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,SCHOOL NAME.y,avg_class_size,Name,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,School Name,Total Cohort,grads_percent,dropout_percent,school_name,boro,Location 1,coordinates,lat,long
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,1098,H.S. MEDIA & COMMUNICATIONS,37,64,NA,1.7297297297297298,NA,High School for Media and Communications,23,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,HIGH SCHOOL FOR MEDIA AND COMMUNICATI,161,62.7,12.4,High School for Media and Communications,Manhattan,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)","(40.855938307000486, -73.92702963399967)",40.85593830700048,-73.92702963399967
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,1102,H.S. LAW & PUBLIC SERVICE,141,212,82,1.50354609929078,38.67924528301887,High School for Law and Public Service,25,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,HIGH SCHOOL FOR LAW AND PUBLIC SERVIC,171,71.3,9.4,High School for Law and Public Service,Manhattan,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)","(40.855938307000486, -73.92702963399967)",40.85593830700048,-73.92702963399967
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,1224,H.S. HEALTH CAREERS & SCIENCE,32,38,17,1.1875,44.73684210526316,High School for Health Careers and Sciences,28,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,HIGH SCHOOL FOR HEALTH CAREERS AND SC,158,55.7,20.9,High School for Health Careers and Sciences,Manhattan,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)","(40.855938307000486, -73.92702963399967)",40.85593830700048,-73.92702963399967
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,1309,A PHILIP RANDOLPH CAMPUS,165,222,72,1.3454545454545455,32.432432432432435,A. Philip Randolph Campus High School,30,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,267,71.2,3,A. Philip Randolph Campus High School,Manhattan,"443 West 135 Street
New York, NY 10031
(40.81832126900048, -73.95061382799963)","(40.81832126900048, -73.95061382799963)",40.8183212690004,-73.95061382799963
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,1014,GREGORIO LUPERON HS SCI & MATH,88,138,73,1.5681818181818181,52.89855072463768,Gregorio Luperon High School for Science and Mathematics,25,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,91,81.3,8.800000000000002,Gregorio Luperon High School for Science and Mathematics,Manhattan,"501 West 165Th
New York, NY 10032
(40.83803232200046, -73.93837101799966)","(40.83803232200046, -73.93837101799966)",40.8380323220004,-73.93837101799966
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,1090,South Bronx Preparatory: A College Board School,63,89,24,1.4126984126984128,26.96629213483146,South Bronx Preparatory: A College Board School,21,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,SOUTH BRONX PREPARATORY: A COLLEGE BO,80,80,3.8,South Bronx Preparatory: A College Board School,Bronx,"360 East 145 Street
Bronx, NY 10454
(40.81401081600046, -73.92083651699966)","(40.81401081600046, -73.92083651699966)",40.8140108160004,-73.92083651699966
07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,1125,NA,NA,NA,NA,NA,NA,Crotona Academy High School,18,CROTONA ACADEMY HIGH SCHOOL,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,CROTONA ACADEMY HIGH SCHOOL,56,14.3,17.9,NA,NA,NA,NA,NA,NA
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,945,NA,NA,NA,NA,NA,NA,International Community High School,16,INTERNATIONAL COMMUNITY HIGH SCHOOL,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,INTERNATIONAL COMMUNITY HIGH SCHOOL,10,NA,NA,International Community High School,Bronx,"345 Brook Avenue
Bronx, NY 10454
(40.810036192000496, -73.91781248199965)","(40.810036192000496, -73.91781248199965)",40.81003619200049,-73.91781248199965
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jill Chaifetz Transfer High School,24,JILL CHAIFETZ TRANSFER HIGH SCHOOL,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,JILL CHAIFETZ TRANSFER HIGH SCHOOL,50,10,16,NA,NA,NA,NA,NA,NA
07X381,BRONX HAVEN HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRONX HAVEN HIGH SCHOOL,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,BRONX HAVEN HIGH SCHOOL   ,11,NA,NA,NA,NA,NA,NA,NA,NA
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,1077,NA,NA,NA,NA,NA,NA,Community School for Social Justice,23,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,81,64.2,19.8,Community School for Social Justice,Bronx,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)","(40.81608448100047, -73.93032383899964)",40.8160844810004,-73.93032383899964
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,1097,NA,NA,NA,NA,NA,NA,Mott Haven Village Preparatory High School,24,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,MOTT HAVEN VILLAGE PREPARATORY HIGH S,69,63.8,14.5,Mott Haven Village Preparatory High School,Bronx,"701 St. Anns Avenue
Bronx, NY 10455
(40.81817353600047, -73.91109266299964)","(40.81817353600047, -73.91109266299964)",40.8181735360004,-73.91109266299964
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,1201,NA,NA,NA,NA,NA,NA,University Heights Secondary School,27,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,NA,University Heights Secondary School,Bronx,"701 St. Anns Avenue
Bronx, NY 10455
(40.81817353600047, -73.91109266299964)","(40.81817353600047, -73.91109266299964)",40.8181735360004,-73.91109266299964
07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,1257,LINCOLN ACADEMY/ HOSTOS,64,107,39,1.671875,36.44859813084112,Hostos-Lincoln Academy of Science,21,HOSTOSLINCOLN ACADEMY OF SCIENCE,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,HOSTOS-LINCOLN ACADEMY OF SCIENCE,61,83.6,1.6,Hostos-Lincoln Academy of Science,Bronx,"600 Saint Ann'S Avenue
Bronx, NY 10455
(40.814955342000474, -73.91251954199964)","(40.814955342000474, -73.91251954199964)",40.81495534200047,-73.91251954199964
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,1186,FOREIGN LANG ACAD/GLOBAL STUD,13,13,12,1,92.3076923076923,Foreign Language Academy of Global Studies,23,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,136,60.3,7.4,Foreign Language Academy of Global Studies,Bronx,"470 Jackson Avenue
Bronx, NY 10455
(40.81113885600047, -73.90978712699967)","(40.81113885600047, -73.90978712699967)",40.8111388560004,-73.90978712699967
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,1103,Bronx Leadership Academy II High School,30,30,NA,1,NA,Bronx Leadership Academy II High School,24,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,77,502,14.1,18.5,24,1.4,41.2,56,1,54,46,BRONX LEADERSHIP ACADEMY II HS,102,72.5,14.7,Bronx Leadership Academy II High School,Bronx,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)","(40.82277649000048, -73.92352279399967)",40.8227764900004,-73.92352279399967
07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,1084,New Explorers High School,18,18,NA,1,NA,New Explorers High School,24,NEW EXPLORERS HIGH SCHOOL,90.4,383,15.7,25.1,17,0.5,30.3,68.1,0.5,57.7,42.3,NEW EXPLORERS HIGH SCHOOL,81,44.4,17.3,New Explorers High School,Bronx,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)","(40.82277649000048, -73.92352279399967)",40.8227764900004,-73.92352279399967
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,1181,Urban Assembly School for Careers in Sports,NA,NA,NA,NA,NA,Urban Assembly School for Careers in Sports,26,ACADEMY FOR CAREERS IN SPORTS,74.3,477,5,18.7,18,0.4,26.6,70.4,0.4,84.3,15.7,URBAN ASSEMBLY SCHOOL FOR CAREERS IN,82,79.3,6.1,Urban Assembly School for Careers in Sports,Bronx,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)","(40.82277649000048, -73.92352279399967)",40.8227764900004,-73.92352279399967
07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,1201,Bronx Academy of Letters,53,92,37,1.7358490566037736,40.21739130434783,Bronx Academy of Letters,23,BRONX ACADEMY OF LETTERS,79.1,555,9.4,24,57,0.5,34.1,64.3,0.9,44.5,55.5,BRONX ACADEMY OF LETTERS,76,73.7,6.6,The Urban Assembly Bronx Academy of Letters,Bronx,"339 Morris Avenue
Bronx, NY 10451
(40.81335930300048, -73.92553651499964)","(40.81335930300048, -73.92553651499964)",40.8133593030004,-73.92553651499964
07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,1158,ALFRED E. SMITH VHS,11,11,NA,1,NA,Alfred E. Smith Career and Technical Education High School,27,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION H,76.7,738,9.1,22,87,1.4,35.9,61.5,0.7,92.7,7.3,ALFRED E. SMITH CAREER AND TECHNICAL,267,40.80000000000001,18,Alfred E. Smith Career and Technical Education High School,Bronx,"333 East 151 Street
Bronx, NY 10451
(40.81824688900048, -73.91973567799965)","(40.81824688900048, -73.91973567799965)",40.8182468890004,-73.91973567799965
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,47,398,416,370,1184,SAMUEL GOMPERS VHS,77,126,NA,1.6363636363636365,NA,Samuel Gompers Career and Technical Education High School,24,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HI,75.7,663,17,26.1,120,1.2,32.4,64.9,0.8,79.6,20.4,SAMUEL GOMPERS CAREER AND TECHNICAL E,357,48.5,21.6,NA,NA,NA,NA,NA,NA
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,1095,HEALTH OPPORTUNITIES PROGRAM,61,117,29,1.9180327868852458,24.786324786324787,Health Opportunities High School,26,HEALTH OPPORTUNITIES HIGH SCHOOL,77.8,587,10.4,19.6,44,3.1,39.2,56.9,0.5,28.6,71.4,HEALTH OPPORTUNITIES HIGH SCHOOL,134,69.4,18.7,Health Opportunities High School,Bronx,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)","(40.81608448100047, -73.93032383899964)",40.8160844810004,-73.93032383899964
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx Studio School for Writers and Artists,27,BRONX STUDIO SCHOOL,85.6,500,9.2,13.4,41,1.2,22.4,74.8,1,44,56,NA,NA,NA,NA,Bronx Studio School for Writers and Artists,Bronx,"928 Simpson Street
Bronx, NY 10459
(40.820623637000494, -73.89307351899964)","(40.820623637000494, -73.89307351899964)",40.82062363700049,-73.89307351899964
08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,1171,Women's Academy of Excellence,21,22,NA,1.0476190476190477,NA,Women's Academy of Excellence,22,YOUNG WOMEN'S LEADERSHIP SCHOOL BRONX,72.2,379,2.6,15.6,12,2.9,45.9,46.4,2.4,0.3,99.7,WOMEN'S ACADEMY OF EXCELLENCE,75,66.7,16,Women's Academy of Excellence,Bronx,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)","(40.814918340000474, -73.85656553499967)",40.81491834000047,-73.85656553499967
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,1158,Renaissance High School for Musical Theater & Tech,22,29,14,1.3181818181818181,48.275862068965516,Renaissance High School for Musical Theater & Technology,26,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TEC,66.4,469,4.5,21.7,9,2.6,25.4,63.8,7.7,38,62,RENAISSANCE HIGH SCHOOL FOR MUSICAL T,117,65.8,13.7,Renaissance High School for Musical Theater & Technology,Bronx,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)","(40.840513977000455, -73.83812095999963)",40.84051397700045,-73.83812095999963
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,41,416,390,394,1200,Gateway School for Environmental Research and Tech,NA,NA,NA,NA,NA,Gateway School for Environmental Research and Technology,22,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TE,74.6,478,11.5,24.1,51,5.6,33.1,59.4,1,60,40,GATEWAY SCHOOL FOR ENVIRONMENTAL RESE,121,40.5,13.2,NA,NA,NA,NA,NA,NA
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340,1038,Pablo Neruda Academy for Architecture and World St,NA,NA,NA,NA,NA,Pablo Neruda Academy for Architecture and World Studies,20,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD,75.8,359,15.9,27.3,16,2.5,26.2,69.9,1.4,66,34,PABLO NERUDA ACADEMY FOR ARCHITECTURE,101,56.4,17.8,Pablo Neruda Academy,Bronx,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)","(40.82230376500047, -73.85596138999966)",40.8223037650004,-73.85596138999966
08X312,MILLENNIUM ART ACADEMY,67,387,402,375,1164,Millennium Art Academy,35,55,NA,1.5714285714285714,NA,Millennium Art Academy,28,MILLENNIUM ART ACADEMY,74.2,496,5.4,20.4,22,1.8,32.5,64.3,1,49.2,50.8,MILLENNIUM ART ACADEMY,108,58.3,9.300000000000002,Millennium Art Academy,Bronx,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)","(40.82230376500047, -73.85596138999966)",40.8223037650004,-73.85596138999966
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,1084,Holcombe L. Rucker School of Community Research,20,28,NA,1.4,NA,Holcombe L. Rucker School of Community Research,20,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,79.6,333,12.6,18,17,0.9,39.9,56.8,0.6,49.2,50.8,HOLCOMBE L. RUCKER SCHOOL OF COMMUNIT,89,57.3,14.6,Holcombe L. Rucker School of Community Research,Bronx,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)","(40.81743944600049, -73.89804920599965)",40.8174394460004,-73.89804920599965
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECH,87.3,500,2.6,22,41,2.8,35,60.2,2,62,38,NA,NA,NA,NA,"Archimedes Academy for Math, Science and Technology Applications",Bronx,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)","(40.814918340000474, -73.85656553499967)",40.81491834000047,-73.85656553499967
08X376,"ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antonia Pantoja Preparatory Academy, A College Board School",24,ANTONIA PANTOJA PREPARATORY ACADEMY,81.3,432,7.4,24.1,35,4.9,27.8,66,0.7,47,53,NA,NA,NA,NA,Antonia Pantoja Preparatory Academy: A College Board School,Bronx,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)","(40.82230376500047, -73.85596138999966)",40.8223037650004,-73.85596138999966
08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,1112,NA,NA,NA,NA,NA,NA,NA,NA,BRONX COMMUNITY HIGH SCHOOL,73.9,200,4.5,5,1,1,33,63.5,1,50.5,49.5,BRONX COMMUNITY HIGH SCHOOL,79,12.7,24.1,NA,NA,NA,NA,NA,NA
08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,1241,HERBERT LEHMAN HS,430,532,197,1.2372093023255815,37.03007518796993,Herbert H. Lehman High School,27,HERBERT LEHMAN HIGH SCHOOL,66.8,3593,9.2,20.9,347,6.8,23,60.6,9,61.1,38.9,HERBERT H. LEHMAN HIGH SCHOOL,1092,44.6,21.2,Herbert H. Lehman High School.,Bronx,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)","(40.840513977000455, -73.83812095999963)",40.84051397700045,-73.83812095999963
08X408,HERBERT H. LEHMAN YABC,6,402,373,413,1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08X432,BRONX BRIDGES HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRONX BRIDGES HIGH SCHOOL,19,BRONX BRIDGES HIGH SCHOOL,87.2,155,79.4,7.7,3,5.2,8.4,83.2,2.6,52.3,47.7,NA,NA,NA,NA,BRONX BRIDGES HIGH SCHOOL,Bronx,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)","(40.82230376500047, -73.85596138999966)",40.8223037650004,-73.85596138999966
08X452,BRONX GUILD,39,369,371,365,1105,NA,NA,NA,NA,NA,NA,NA,NA,BRONX GUILD: A NEW YORK CITY OUTWARD BOUND SCHOO,69.2,305,7.2,23,14,3.9,33.8,61.3,0.7,49.5,50.5,BRONX GUILD,64,62.5,6.3,Bronx Guild,Bronx,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)","(40.82230376500047, -73.85596138999966)",40.8223037650004,-73.85596138999966
08X507,STEVENSON YABC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,NA,NA,NA,NA,NA,NA,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",24,THE FELISA RINCON DE GAUTIER INSTITUTE FOR LAW A,72.3,363,14,20.9,32,1.4,21.8,76,0.6,43,57,FELISA RINCON DE GAUTIER INSTITUTE FO,99,52.5,17.2,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Bronx,"1440 Story Avenue
Bronx, NY 10473
(40.82117077000049, -73.88113634599966)","(40.82117077000049, -73.88113634599966)",40.8211707700004,-73.88113634599966
08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,1131,NA,NA,NA,NA,NA,NA,Banana Kelly High School,25,BANANA KELLY HIGH SCHOOL,81.9,451,13.5,25.7,33,0.7,32.6,65.4,1.1,49.9,50.1,BANANA KELLY HIGH SCHOOL,108,41.7,23.1,Banana Kelly High School,Bronx,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)","(40.81743944600049, -73.89804920599965)",40.8174394460004,-73.89804920599965
08X537,BRONX ARENA HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,16,366,400,368,1134,School for Community Research and Learning,9,9,NA,1,NA,School for Community Research and Learning,18,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,83.8,191,11,28.3,26,4.7,28.8,64.9,1,57.1,42.9,SCHOOL FOR COMMUNITY RESEARCH AND LEA,89,49.4,15.7,NA,NA,NA,NA,NA,NA
08X560,HIGH SCHOOL X560 s BRONX ACADEMY HIGH SCHOOL,9,404,368,399,1171,NA,NA,NA,NA,NA,NA,High School X560 - Bronx Academy High School,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIGH SCHOOL X560 - BRONX ACADEMY HIGH,141,19.9,17,NA,NA,NA,NA,NA,NA
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376,1112,JANE ADDAMS VHS,44,69,8,1.5681818181818181,11.594202898550725,Jane Addams High School for Academic Careers,24,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,85.7,717,11.2,22.2,69,1.5,36.8,60.8,0.3,28.3,71.7,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC,419,43,25.8,NA,NA,NA,NA,NA,NA
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,1049,NA,NA,NA,NA,NA,NA,Bronx Expeditionary Learning High School,23,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,83.9,355,29.3,21.1,28,1.1,27.9,69.3,0.8,50.1,49.9,BRONX EXPEDITIONARY LEARNING HIGH SCH,96,57.3,8.300000000000002,Bronx Collegiate Academy,Bronx,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)","(40.84037339800045, -73.91083800799964)",40.8403733980004,-73.91083800799964
09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,1134,Eagle Academy for Young Men,32,44,11,1.375,25,Eagle Academy for Young Men,25,EAGLE ACADEMY FOR YOUNG MEN,60.4,550,4,24.2,33,0.7,63.1,33.8,0.5,100,0,EAGLE ACADEMY FOR YOUNG MEN,100,63,4,Eagle Academy for Young Men,Bronx,"4143 Third Avenue
Bronx, NY 10457
(40.84518532700048, -73.89698066799963)","(40.84518532700048, -73.89698066799963)",40.8451853270004,-73.89698066799963
09X239,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,Urban Assembly Academy for History and Citizenship,9,9,NA,1,NA,"Urban Assembly Academy for History and Citizenship for Young Men, The",21,THE URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZ,50.2,141,19.9,27.7,20,0.7,56.7,40.4,0.7,100,0,URBAN ASSEMBLY ACADEMY FOR HISTORY AN,74,41.9,24.3,NA,NA,NA,NA,NA,NA
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,Urban Assembly School for Applied Math and Science,16,16,NA,1,NA,"Urban Assembly School for Applied Math and Science, The",22,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIEN,79.5,606,9.4,14.7,12,2.6,32,63.4,1.5,49.3,50.7,NA,NA,NA,NA,"Urban Assembly School for Applied Math and Science, The",Bronx,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)","(40.839327126000455, -73.90130978999963)",40.83932712600045,-73.90130978999963
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,1169,Eximius College Preparatory Academy: A College Boa,90,146,11,1.6222222222222222,7.534246575342466,Eximius College Preparatory Academy: A College Board School,25,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE B,62.9,356,8.1,18.8,14,0.6,40.7,58.1,0.3,46.6,53.4,EXIMIUS COLLEGE PREPARATORY ACADEMY:,60,60,5,Eximius College Preparatory Academy: A College Board School,Bronx,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)","(40.833738559000494, -73.90244824499968)",40.83373855900049,-73.90244824499968
09X252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356,1092,NA,NA,NA,NA,NA,NA,Mott Hall Bronx High School,28,MOTT HALL BRONX HIGH SCHOOL,58.9,354,8.8,15.5,28,1.1,24.3,73.7,0.8,45.8,54,MOTT HALL BRONX HIGH SCHOOL,107,77.6,1.9,Mott Hall Bronx High School,Bronx,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)","(40.839327126000455, -73.90130978999963)",40.83932712600045,-73.90130978999963
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457,1396,Bronx Center for Science and Mathematics,62,80,35,1.2903225806451613,43.75,Bronx Center for Science and Mathematics,23,BRONX CENTER FOR SCIENCE AND MATHEMATICS,70,444,1.6,14,14,5.9,24.3,68.7,1.1,46.2,53.8,BRONX CENTER FOR SCIENCE AND MATHEMAT,100,88,4,Bronx Center for Science and Mathematics,Bronx,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)","(40.833738559000494, -73.90244824499968)",40.83373855900049,-73.90244824499968
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356,1075,Validus Preparatory Academy: An Expeditionary Lear,7,7,NA,1,NA,Validus Preparatory Academy: An Expeditionary Learning School,26,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LE,76.1,365,12.1,16.2,18,1.1,34.2,63.8,0.3,44.1,55.9,VALIDUS PREPARATORY ACADEMY: AN EXPED,120,75,11.7,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)","(40.839327126000455, -73.90130978999963)",40.83932712600045,-73.90130978999963
09X276,LEADERSHIP INSTITUTE,30,361,353,367,1081,Leadership Institute,17,17,7,1,41.17647058823529,Leadership Institute,22,LEADERSHIP INSTITUTE,94.8,230,16.5,16.1,24,1.7,33,63.5,1.3,52.2,47.8,LEADERSHIP INSTITUTE,67,53.7,20.9,Leadership Institute,Bronx,"1701 Fulton Avenue
Bronx, NY 10457
(40.8412708780005, -73.89797867699963)","(40.8412708780005, -73.89797867699963)",40.841270878,-73.89797867699963
